name,price,price_per_gb,color,first_word_latency,cas_latency,speed_num,speed_value,modules_num,modules_value
Thermaltake TOUGHRAM RGB 16 GB,12999.0,812.4000000000001,Black / Silver,10.0,18.0,4,3600,2,8
Patriot Viper 4 Blackout 32 GB,6498.0,203.10000000000002,Black,10.0,18.0,4,3600,2,16
ADATA XPG LANCER RGB 32 GB,12999.0,406.20000000000005,Black,10.0,32.0,5,6400,2,16
Corsair Vengeance RGB Pro SL 64 GB,19999.0,312.5,Black,10.0,18.0,4,3600,4,16
Kingston ValueRAM 16 GB,4152.0,259.5,Green,14.254,19.0,4,2666,1,16
Patriot Viper Elite II 8 GB,1898.0,237.3,Red / Black,12.003,16.0,4,2666,1,8
TEAMGROUP T-Force Vulcan Z 32 GB,5599.0,175.0,Red,10.0,16.0,4,3200,2,16
G.Skill Aegis 16 GB,3747.0,234.20000000000002,Red / Black,10.0,16.0,4,3200,1,16
G.Skill Trident Z5 RGB 32 GB,10799.0,337.5,Black,12.857,36.0,5,5600,2,16
PNY XLR8 Gaming EPIC-X RGB 16 GB,4499.0,281.2,White,10.0,16.0,4,3200,2,8
Kingston FURY Beast RGB 32 GB,13999.0,437.5,Black,14.286,40.0,5,5600,2,16
Corsair Vengeance RGB Pro 16 GB,5999.0,374.90000000000003,White,12.003,16.0,4,2666,2,8
Klevv CRAS X RGB 16 GB,4299.0,268.7,Black,10.0,16.0,4,3200,2,8
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,Black,10.0,30.0,5,6000,2,16
Corsair Vengeance RGB 32 GB,16499.0,515.6,Black,11.765,40.0,5,6800,2,16
Crucial Ballistix 32 GB,19614.0,612.9,White,10.0,16.0,4,3200,2,16
Corsair Dominator Platinum RGB 64 GB,22999.0,359.4,Black,10.0,18.0,4,3600,2,32
G.Skill Trident Z5 RGB 64 GB,19999.0,312.5,Black,10.714,30.0,5,5600,2,32
G.Skill TridentZ RGB 32 GB,24599.0,768.7,Black,7.778,14.0,4,3600,2,16
Patriot Viper Steel 16 GB,3299.0,206.2,Gray,10.0,18.0,4,3600,1,16
G.Skill Trident Z Royal 64 GB,32049.0,500.8,Silver,8.908,19.0,4,4266,2,32
Corsair Vengeance RGB RS 128 GB,93499.0,730.5,Black / Gray,10.0,16.0,4,3200,4,32
Corsair Vengeance RGB Pro SL 32 GB,11999.0,375.0,White / Black,10.0,16.0,4,3200,4,8
Corsair Vengeance LPX 64 GB,11499.0,179.7,Black / Yellow,13.333,16.0,4,2400,2,32
Lexar Hades RGB 16 GB,4899.0,306.2,Black,10.0,18.0,4,3600,2,8
ADATA XPG GAMMIX D45 16 GB,5499.0,343.7,White,10.0,16.0,4,3200,2,8
Kingston Fury Renegade RGB 8 GB,3768.0,471.0,Black,10.0,16.0,4,3200,1,8
TEAMGROUP T-Force Xtreem ARGB 64 GB,14999.0,234.39999999999998,White,10.0,18.0,4,3600,2,32
ADATA XPG SPECTRIX D50 32 GB,12999.0,406.20000000000005,Black,10.0,18.0,4,3600,2,16
Patriot Viper Steel 8 GB,2099.0,262.40000000000003,Silver / Black,10.667,16.0,4,3000,1,8
Mushkin Silverline 64 GB,10999.0,171.9,Silver,13.75,22.0,4,3200,2,32
TEAMGROUP T-Force Vulcan Z 16 GB,8999.0,562.4,Gray,7.778,14.0,4,3600,2,8
G.Skill Value 4 GB,1233.0,308.3,Green,13.503,9.0,3,1333,1,4
Kingston FURY Beast RGB 32 GB,8887.0,277.7,Black,10.0,16.0,4,3200,2,16
G.Skill Trident Z Royal 32 GB,26992.0,843.5,White,8.0,16.0,4,4000,2,16
TEAMGROUP T-Force Vulcan Z 8 GB,2341.0,292.6,Black,10.0,16.0,4,3200,1,8
G.Skill Trident Z RGB 16 GB,6998.0,437.4,Black,9.0,18.0,4,4000,2,8
G.Skill Aegis 16 GB,3599.0,224.9,Black / Red,14.065,15.0,4,2133,2,8
Gigabyte AORUS RGB 16 GB,12090.0,755.6,Black,10.0,18.0,4,3600,2,8
Kingston FURY Beast 16 GB,3997.0,249.8,Black,10.0,18.0,4,3600,1,16
Kingston FURY Beast RGB 32 GB,13008.000000000002,406.50000000000006,Black,15.833,38.0,5,4800,2,16
Kingston FURY Beast RGB 32 GB,13999.0,437.5,Black,13.333,40.0,5,6000,2,16
G.Skill Flare X 32 GB,6399.0,200.0,Black,10.0,16.0,4,3200,2,16
Kingston FURY 32 GB,15852.000000000002,495.4,White,14.286,40.0,5,5600,2,16
TEAMGROUP T-Force Delta RGB 32 GB,20999.0,656.2,White / Silver,9.474,36.0,5,7600,2,16
Kingston KVR16N11S6/2 2 GB,3440.0,1720.0,Black / Green,13.75,11.0,3,1600,1,2
G.Skill Ripjaws S5 32 GB,9799.0,306.2,White,10.714,30.0,5,5600,2,16
Patriot Signature Line 8 GB,1648.0,206.0,Green,14.254,19.0,4,2666,1,8
V-Color Prism Pro 16 GB,4699.0,293.7,Black,10.0,18.0,4,3600,2,8
TEAMGROUP Elite 16 GB,3099.0,193.70000000000002,Black,14.254,19.0,4,2666,2,8
Corsair Vengeance LPX 16 GB,4499.0,281.2,Black / Yellow,11.667,14.0,4,2400,2,8
G.Skill Ripjaws V 8 GB,3499.0,437.4,Black,10.0,16.0,4,3200,2,4
Mushkin Silverline 4 GB,2901.0,725.3,Gray / Silver,12.5,5.0,2,800,2,2
Corsair Vengeance LPX 4 GB,1999.0,499.7,Black / Yellow,13.333,16.0,4,2400,1,4
G.Skill Trident Z5 RGB 64 GB,21799.0,340.6,Black,10.0,30.0,5,6000,2,32
Corsair Vengeance LPX 16 GB,4499.0,281.2,White,12.003,16.0,4,2666,2,8
TEAMGROUP T-Force Delta RGB 16 GB,5499.0,343.7,Black,9.0,18.0,4,4000,2,8
Samsung M393A1G40EB1-CRC 8 GB,1344.0,168.0,Green / Black,14.167,17.0,4,2400,1,8
Crucial CT2K4G4DFS8266 8 GB,2180.0,272.5,Green,14.254,19.0,4,2666,2,4
Corsair Vengeance LPX 16 GB,4999.0,312.40000000000003,Black / Yellow,10.91,16.0,4,2933,2,8
Corsair Vengeance RGB Pro SL 16 GB,7998.0,499.9,Black,8.889,16.0,4,3600,2,8
G.Skill Ripjaws V 32 GB,5499.0,171.8,Black,13.503,18.0,4,2666,1,32
Corsair Vengeance RGB RT 64 GB,17499.0,273.4,White / Black,10.0,16.0,4,3200,2,32
Corsair Dominator Platinum RGB 32 GB,20999.0,656.2,Black,9.714,34.0,5,7000,2,16
TEAMGROUP T-Force Delta RGB 32 GB,15999.0,500.0,Black / Silver,9.714,34.0,5,7000,2,16
TEAMGROUP Elite Plus 32 GB,8199.0,256.2,Black,16.154,42.0,5,5200,2,16
Corsair Vengeance LPX 16 GB,3999.0,249.9,Black / Yellow,10.0,16.0,4,3200,1,16
Corsair Vengeance LPX 8 GB,2499.0,312.40000000000003,Black,10.0,16.0,4,3200,1,8
PNY XLR8 Gaming MAKO 32 GB,11999.0,375.0,Black / Silver,12.857,36.0,5,5600,2,16
G.Skill Ripjaws X 16 GB,3999.0,249.9,Black / Blue,11.25,9.0,3,1600,2,8
Patriot Viper Steel RGB 64 GB,12199.0,190.6,Black,11.111,20.0,4,3600,2,32
Kingston KCP316ND8/8 8 GB,1880.0,235.0,Black / Green,13.75,11.0,3,1600,1,8
G.Skill Trident Z5 RGB 32 GB,12499.0,390.6,White / Black,10.667,32.0,5,6000,2,16
Corsair Dominator Platinum RGB 32 GB,11999.0,375.0,Gray / Black,12.857,36.0,5,5600,2,16
ADATA XPG LANCER RGB 16 GB,8789.0,549.3000000000001,Black,14.615,38.0,5,5200,1,16
Kingston FURY Beast 16 GB,6580.0,411.2,Black / Silver,13.333,40.0,5,6000,1,16
G.Skill Ripjaws V 16 GB,4199.0,262.40000000000003,Black / Red,11.253,15.0,4,2666,2,8
Kingston FURY 64 GB,28193.0,440.5,White,14.286,40.0,5,5600,2,32
G.Skill Trident Z Neo 16 GB,5699.0,356.2,Silver / Black,10.0,16.0,4,3200,2,8
Corsair Vengeance RGB Pro 128 GB,34499.0,269.5,Black,10.0,18.0,4,3600,4,32
Crucial CT8G4DFS8266 8 GB,2759.0,344.9,Green / Black,14.254,19.0,4,2666,1,8
Corsair Vengeance RGB Pro 16 GB,5999.0,374.90000000000003,Black,12.003,16.0,4,2666,2,8
Corsair Vengeance 64 GB,18503.0,289.1,Black / Gray,12.857,36.0,5,5600,2,32
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,White,10.0,16.0,4,3200,4,8
Corsair Vengeance LPX 16 GB,8499.0,531.2,Black / Yellow,9.5,19.0,4,4000,2,8
Corsair Vengeance RGB Pro 32 GB,9499.0,296.8,White,12.003,16.0,4,2666,2,16
Kingston ValueRAM 32 GB,63999.0,2000.0,Green,14.065,15.0,4,2133,2,16
Crucial CT2K16G56C46S5 32 GB,8999.0,281.2,Black,16.429,46.0,5,5600,2,16
Kingston FURY Renegade 64 GB,19300.0,301.6,Black,8.889,16.0,4,3600,4,16
G.Skill Trident Z RGB 16 GB,9299.0,581.2,Black,8.75,14.0,4,3200,2,8
TEAMGROUP T-Create Expert 64 GB,12199.0,190.6,Gray,10.0,18.0,4,3600,2,32
Patriot Viper Steel 16 GB,4299.0,268.7,Silver / Black,9.444,17.0,4,3600,2,8
ADATA XPG LANCER RGB 32 GB,17999.0,562.5,Black,9.444,34.0,5,7200,2,16
ADATA XPG GAMMIX D45 16 GB,5999.0,374.90000000000003,Black,10.0,18.0,4,3600,2,8
G.Skill NS 2 GB,1087.0,543.5,Green,13.503,9.0,3,1333,1,2
TEAMGROUP T-Force Vulcan Z 8 GB,2193.0,274.1,Red,10.0,16.0,4,3200,1,8
Patriot PSD48G2133K 8 GB,1998.0,249.8,Black / Green,14.065,15.0,4,2133,2,4
Corsair Vengeance 32 GB,9499.0,296.8,Black,15.385,40.0,5,5200,1,32
Neo Forza FAYE 32 GB,12499.0,390.6,Silver / Black,10.0,18.0,4,3600,2,16
Corsair Vengeance LPX 64 GB,14999.0,234.39999999999998,Black / Yellow,12.003,16.0,4,2666,4,16
G.Skill Trident Z5 RGB 32 GB,9499.0,296.8,Silver / Black,13.333,40.0,5,6000,2,16
Patriot Viper Black 32 GB,9999.0,312.5,Black / White,12.903,40.0,5,6200,2,16
G.Skill Ripjaws S5 32 GB,9299.0,290.6,Black,14.286,40.0,5,5600,2,16
Corsair Dominator Platinum RGB 64 GB,23999.0,375.0,White,10.0,16.0,4,3200,4,16
Patriot Viper Steel 64 GB,11499.0,179.7,Gray,10.0,16.0,4,3200,2,32
G.Skill Trident Z RGB 32 GB,19999.0,625.0,Black,8.0,16.0,4,4000,2,16
Kingston FURY Beast 128 GB,29120.0,227.5,Black,10.0,16.0,4,3200,4,32
G.Skill Aegis 16 GB,2999.0,187.4,Black / Red,14.254,19.0,4,2666,1,16
Corsair Vengeance RGB 32 GB,14499.0,453.09999999999997,Black,11.875,38.0,5,6400,2,16
Kingston FURY Beast 8 GB,4064.0,508.0,Black,14.286,40.0,5,5600,1,8
Kingston KVR21R15D4K4/64 64 GB,13000.0,203.10000000000002,Black / Green,14.065,15.0,4,2133,4,16
G.Skill Ripjaws S5 64 GB,18799.0,293.7,White,10.714,30.0,5,5600,2,32
Patriot Viper Steel 16 GB,4399.0,274.90000000000003,Silver / Black,9.108,17.0,4,3733,2,8
G.Skill Trident Z5 RGB 32 GB,12499.0,390.6,Black,10.667,32.0,5,6000,2,16
TEAMGROUP Elite 64 GB,14999.0,234.39999999999998,Black,16.154,42.0,5,5200,2,32
GeIL Polaris 32 GB,8299.0,259.3,Red,13.077,34.0,5,5200,2,16
Kingston FURY Beast 16 GB,7198.0,449.9,Black,12.857,36.0,5,5600,1,16
Kingston FURY Beast 32 GB,8175.0,255.50000000000003,Black,9.444,17.0,4,3600,1,32
TEAMGROUP T-Force DELTAα RGB 32 GB,9999.0,312.5,Black,12.667,38.0,5,6000,2,16
Corsair Vengeance RGB Pro SL 16 GB,4999.0,312.40000000000003,Black,10.0,16.0,4,3200,2,8
Kingston FURY Renegade 32 GB,23940.0,748.1,White / Silver,10.556,38.0,5,7200,2,16
Silicon Power XPOWER Zenith Gaming 64 GB,18099.0,282.8,Black,14.286,40.0,5,5600,2,32
TEAMGROUP Elite 32 GB,6998.0,218.7,Black,16.667,40.0,5,4800,1,32
G.Skill Trident Z Neo 64 GB,18499.0,289.0,Black / White,9.0,18.0,4,4000,2,32
Kingston FURY Beast RGB 64 GB,21999.0,343.7,Black,15.385,40.0,5,5200,2,32
TEAMGROUP T-Force Delta RGB 16 GB,5499.0,343.7,White,9.0,18.0,4,4000,2,8
G.Skill Ripjaws V 16 GB,3978.0,248.60000000000002,Black / Red,14.065,15.0,4,2133,2,8
G.Skill Trident Z5 RGB 64 GB,22499.0,351.5,White / Black,10.667,32.0,5,6000,2,32
Corsair Vengeance 64 GB,20499.0,320.3,White / Gray,13.333,40.0,5,6000,2,32
Samsung M393A4K40BB1-CRC 32 GB,3501.0,109.4,Green,14.167,17.0,4,2400,1,32
G.Skill Ripjaws V 16 GB,8999.0,562.4,Black,8.0,16.0,4,4000,2,8
HP V10 RGB 32 GB,12999.0,406.20000000000005,Silver / Black,8.75,14.0,4,3200,2,16
Mushkin Proline 32 GB,7812.0,244.1,,13.75,22.0,4,3200,1,32
Corsair Dominator Platinum RGB 64 GB,26499.0,413.99999999999994,Gray / Black,13.333,40.0,5,6000,2,32
Crucial CT2K16G4RFD4213 32 GB,6684.0,208.9,Green,14.065,15.0,4,2133,2,16
Corsair Vengeance LPX 8 GB,2499.0,312.40000000000003,Black / Yellow,12.003,16.0,4,2666,1,8
Kingston FURY Beast RGB 16 GB,4499.0,281.2,Black,10.0,16.0,4,3200,1,16
G.Skill Trident Z Royal 64 GB,19999.0,312.5,Silver,10.667,16.0,4,3000,4,16
Patriot Signature Line 4 GB,1099.0,274.8,Green,14.254,19.0,4,2666,1,4
G.Skill Aegis 16 GB,3561.0,222.6,Black / Red,14.167,17.0,4,2400,2,8
TEAMGROUP T-Force Xtreem ARGB 32 GB,16399.0,512.5,White,9.0,18.0,4,4000,2,16
ADATA XPG GAMMIX D10 32 GB,9439.0,295.0,Black / Silver,10.0,16.0,4,3200,2,16
TEAMGROUP Elite 64 GB,8999.0,140.6,Black,13.75,22.0,4,3200,2,32
TEAMGROUP Elite 32 GB,7998.0,249.9,Black,16.154,42.0,5,5200,2,16
Timetec PINNACLE Konduit 8 GB,1999.0,249.9,Black,10.0,16.0,4,3200,1,8
Crucial CT8G4DFD8213 8 GB,2100.0,262.5,Black / Green,14.065,15.0,4,2133,1,8
Crucial CT102464BD160B 8 GB,2300.0,287.5,Black / Green,13.75,11.0,3,1600,1,8
G.Skill Trident Z RGB 64 GB,14799.0,231.2,Black,10.0,16.0,4,3200,2,32
Kingston Renegade Silver 16 GB,7452.0,465.7,Silver / Black,10.667,32.0,5,6000,1,16
TEAMGROUP T-Force Vulcan 32 GB,7998.0,249.9,Red,12.857,36.0,5,5600,2,16
Corsair Vengeance LPX 32 GB,6998.0,218.7,Black / Yellow,12.003,16.0,4,2666,1,32
G.Skill Zeta R5 64 GB,51999.0,812.5,Black / White,10.0,32.0,5,6400,4,16
Thermaltake TOUGHRAM RGB 16 GB,13599.0,849.9000000000001,White / Silver,10.0,18.0,4,3600,2,8
Kingston KVR16N11/8 8 GB,2898.0,362.3,Green,13.75,11.0,3,1600,1,8
Mushkin Redline 16 GB,5460.0,341.29999999999995,White,7.778,14.0,4,3600,2,8
Kingston FURY Beast RGB 16 GB,7139.0,446.2,Black,12.857,36.0,5,5600,1,16
Patriot Viper Steel RGB 16 GB,3699.0,231.2,Black,11.111,20.0,4,3600,1,16
Patriot Signature Line 16 GB,3299.0,206.2,,11.875,19.0,4,3200,2,8
TEAMGROUP T-Force Delta RGB 32 GB,19999.0,625.0,White,7.778,14.0,4,3600,2,16
Kingston FURY Beast RGB 16 GB,7590.000000000001,474.4,Black,12.0,36.0,5,6000,1,16
Kingston FURY Beast 32 GB,10764.0,336.4,Black,15.385,40.0,5,5200,1,32
Klevv BOLT X 32 GB,5799.0,181.20000000000002,Black,10.0,16.0,4,3200,2,16
G.Skill Trident Z5 RGB 32 GB,10799.0,337.5,Silver / Black,12.857,36.0,5,5600,2,16
Corsair Vengeance LPX 8 GB,3499.0,437.4,Black / Yellow,13.333,16.0,4,2400,2,4
Corsair ValueSelect 8 GB,2499.0,312.40000000000003,Black / Yellow,13.503,18.0,4,2666,1,8
G.Skill Trident Z Royal 64 GB,24052.0,375.8,Silver,9.0,18.0,4,4000,2,32
Kingston FURY Beast 32 GB,12650.0,395.3,Black,14.286,40.0,5,5600,2,16
Corsair Vengeance RGB Pro 16 GB,6798.0,424.9,Black,10.0,18.0,4,3600,2,8
G.Skill Ripjaws S5 64 GB,16799.0,262.5,White,13.846,36.0,5,5200,2,32
PNY XLR8 Gaming EPIC-X RGB 16 GB,7998.0,499.9,Black,8.261,19.0,4,4600,2,8
Kingston FURY Beast 32 GB,8511.0,266.0,Black,12.003,16.0,4,2666,2,16
Corsair CMV8GX4M1A2133C15 8 GB,1999.0,249.9,Black,14.065,15.0,4,2133,1,8
G.Skill Trident Z 32 GB,12499.0,390.6,White / Black,10.0,30.0,5,6000,2,16
Kingston FURY 64 GB,30654.000000000004,479.0,White,14.286,40.0,5,5600,2,32
Kingston FURY Beast 8 GB,4183.0,522.9,Black,15.385,40.0,5,5200,1,8
Kingston FURY Beast 8 GB,2682.0,335.3,Black,12.003,16.0,4,2666,1,8
Corsair Vengeance RGB Pro SL 32 GB,9999.0,312.5,Black,10.0,16.0,4,3200,2,16
Patriot Viper RGB 32 GB,10999.0,343.7,Black / White,12.0,36.0,5,6000,2,16
Corsair Vengeance LPX 16 GB,3999.0,249.9,Black / Yellow,12.003,16.0,4,2666,1,16
OLOy WarHawk RGB 16 GB,4199.0,262.40000000000003,Black / White,10.0,18.0,4,3600,2,8
TEAMGROUP T-Force Delta RGB 64 GB,18499.0,289.0,Black / Silver,15.385,40.0,5,5200,2,32
Kingston KVR16N11S8K2/8 8 GB,4900.0,612.5,Green,13.75,11.0,3,1600,2,4
PNY XLR8 Gaming EPIC-X RGB 16 GB,4699.0,293.7,White,10.0,18.0,4,3600,2,8
Kingston FURY Beast RGB 8 GB,3799.0,474.9,Black,15.385,40.0,5,5200,1,8
ADATA Premier 8 GB,4997.0,624.6,Green,14.167,17.0,4,2400,1,8
Kingston FURY Beast RGB 32 GB,12195.0,381.1,Black / Silver,9.444,17.0,4,3600,4,8
Mushkin Enhanced Redline Stiletto 16 GB,3799.0,237.4,Black,10.0,18.0,4,3600,2,8
Kingston FURY Beast RGB 64 GB,17410.0,272.0,Black,10.0,18.0,4,3600,2,32
Timetec 75TT133U2R8-8G 8 GB,1199.0,149.9,Green / Black,13.503,9.0,3,1333,1,8
G.Skill Ripjaws V 32 GB,26634.0,832.3000000000001,Black,7.778,14.0,4,3600,2,16
OLOy Blade RGB 64 GB,27899.0,435.9,Black,10.0,32.0,5,6400,2,32
G.Skill Ripjaws V 16 GB,8509.0,531.8,Black,8.889,16.0,4,3600,2,8
G.Skill Trident Z Neo 16 GB,12499.0,781.2,Black / Silver,7.778,14.0,4,3600,2,8
Kingston FURY Beast RGB 64 GB,24999.0,390.6,Black,13.333,40.0,5,6000,2,32
Kingston FURY Beast 64 GB,23205.0,362.59999999999997,Black,12.857,36.0,5,5600,2,32
Kingston FURY Beast 16 GB,4199.0,262.40000000000003,Black,10.0,16.0,4,3200,1,16
Corsair Dominator Platinum RGB 32 GB,12499.0,390.6,Black,9.233,16.0,4,3466,2,16
PNY XLR8 Gaming EPIC-X RGB 32 GB,6998.999999999999,218.7,Black,10.0,16.0,4,3200,2,16
Corsair Vengeance RGB RT 32 GB,9999.0,312.5,Black,10.0,16.0,4,3200,2,16
Patriot Viper Elite II 16 GB,3499.0,218.7,Red / Black,10.0,20.0,4,4000,1,16
OLOy Blade RGB 32 GB,23899.0,746.8,Black,9.231,36.0,5,7800,2,16
Neo Forza FAYE 16 GB,3299.0,206.2,Silver / Black,10.0,16.0,4,3200,2,8
G.Skill Trident Z 16 GB,5752.0,359.5,Red / Silver,10.0,16.0,4,3200,2,8
Crucial Ballistix Sport LT 16 GB,15779.0,986.2,White,13.333,16.0,4,2400,2,8
Kingston HyperX Fury 8 GB,7890.000000000001,986.3,Blue / Silver,12.5,10.0,3,1600,1,8
G.Skill Trident Z RGB 64 GB,11499.0,179.7,Black,13.503,18.0,4,2666,2,32
TEAMGROUP T-Force Vulcan Z 16 GB,4999.0,312.40000000000003,Red,7.778,14.0,4,3600,2,8
Kingston FURY Renegade 32 GB,19635.0,613.6,White / Silver,10.0,32.0,5,6400,2,16
G.Skill Ripjaws S5 64 GB,17799.0,278.1,White,12.857,36.0,5,5600,2,32
Crucial Ballistix Sport 16 GB,8888.0,555.5,Black / Silver,11.25,9.0,3,1600,2,8
G.Skill Trident X 16 GB,10939.0,683.6999999999999,Black / Red,8.333,10.0,3,2400,2,8
Crucial CT2K16G4DFD8266 32 GB,11050.0,345.3,Green / Black,14.254,19.0,4,2666,2,16
G.Skill Ripjaws V 16 GB,11999.0,749.9,Red,7.778,14.0,4,3600,2,8
OLOy Blade RGB 32 GB,13599.0,425.0,Black,10.0,32.0,5,6400,2,16
G.Skill Ripjaws V 64 GB,45900.0,717.1999999999999,Black,8.889,16.0,4,3600,4,16
Corsair Dominator Platinum RGB 32 GB,17499.0,546.8,Black,11.875,38.0,5,6400,2,16
Corsair Dominator Platinum RGB 64 GB,29499.0,460.9,Black,12.857,36.0,5,5600,4,16
Kingston FURY Renegade 32 GB,11900.0,371.9,Black,8.889,16.0,4,3600,4,8
Kingston FURY Beast RGB 8 GB,4862.0,607.7,Black,14.286,40.0,5,5600,1,8
G.Skill Trident Z5 64 GB,21499.0,335.9,Black / Silver,10.667,32.0,5,6000,2,32
Kingston FURY Beast 64 GB,16716.0,261.2,Black / Silver,10.0,18.0,4,3600,2,32
TEAMGROUP T-Force Delta RGB 32 GB,8499.0,265.6,Black,9.0,18.0,4,4000,2,16
Corsair Vengeance RGB Pro 16 GB,7498.999999999999,468.70000000000005,Black,10.0,18.0,4,3600,2,8
Corsair Vengeance RGB Pro 16 GB,6498.0,406.1,Black,10.0,15.0,4,3000,2,8
OLOy WarHawk RGB 16 GB,4999.0,312.40000000000003,White,10.0,18.0,4,3600,2,8
TEAMGROUP T-Force Dark Za 32 GB,7298.0,228.10000000000002,Black / Silver,10.0,18.0,4,3600,2,16
Crucial CT2K16G4SFRA32A 32 GB,5699.0,178.1,Green,13.75,22.0,4,3200,2,16
TEAMGROUP T-Force Xtreem ARGB 16 GB,7998.0,499.9,White,7.778,14.0,4,3600,2,8
G.Skill Trident Z5 RGB 64 GB,22499.0,351.5,Black,10.667,32.0,5,6000,2,32
Patriot Viper Elite II 8 GB,1998.0,249.8,Red / Black,11.111,20.0,4,3600,1,8
TEAMGROUP T-Force Xtreem ARGB 32 GB,8499.0,265.6,Black / Blue,10.0,18.0,4,3600,2,16
Patriot Viper Elite II 16 GB,3399.0,212.4,Red / Black,12.003,16.0,4,2666,2,8
Kingston FURY Renegade 16 GB,12928.0,808.0,Black,7.917,19.0,4,4800,2,8
Patriot Viper 4 Blackout 32 GB,6299.0,196.8,Black,10.0,16.0,4,3200,2,16
G.Skill Ripjaws V 8 GB,2499.0,312.40000000000003,Black / Red,14.065,15.0,4,2133,2,4
TEAMGROUP Elite 8 GB,1998.0,249.8,Black,16.667,40.0,5,4800,1,8
Neo Forza MARS 64 GB,11699.0,182.8,Gray / Black,9.5,19.0,4,4000,2,32
Corsair Vengeance LPX 64 GB,13999.0,218.7,Black,10.667,16.0,4,3000,4,16
Corsair Vengeance RGB Pro 32 GB,9499.0,296.8,Black,12.003,16.0,4,2666,2,16
GeIL Polaris 32 GB,8299.0,259.3,White,13.077,34.0,5,5200,2,16
Corsair Vengeance RGB 64 GB,19999.0,312.5,Black / Gray,15.385,40.0,5,5200,2,32
Patriot Signature Premium 16 GB,2899.0,181.20000000000002,Black,14.254,19.0,4,2666,1,16
Kingston ValueRAM 8 GB,2434.0,304.2,,13.75,22.0,4,3200,1,8
G.Skill Ripjaws V 128 GB,52459.0,409.8,Black,9.0,18.0,4,4000,4,32
G.Skill Ripjaws S5 32 GB,9499.0,296.8,White,12.857,36.0,5,5600,2,16
G.Skill Flare X 16 GB,3999.0,249.9,Black,10.0,16.0,4,3200,2,8
Kingston FURY Beast 64 GB,14999.0,234.39999999999998,Black,10.0,16.0,4,3200,4,16
G.Skill Ripjaws V 16 GB,4099.0,256.2,Red / Black,10.667,16.0,4,3000,2,8
Corsair Vengeance RGB Pro 256 GB,74999.0,293.0,Black,10.0,16.0,4,3200,8,32
G.Skill Trident Z Neo 128 GB,120106.0,938.3,Black / White,7.778,14.0,4,3600,8,16
Kingston ValueRAM 8 GB,2667.0,333.40000000000003,Green,14.167,17.0,4,2400,1,8
Mushkin Redline Lumina 32 GB,9428.0,294.6,White,8.889,16.0,4,3600,2,16
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,Black,12.0,36.0,5,6000,2,16
Kingston FURY Beast RGB 32 GB,7998.999999999999,250.0,Black / Silver,10.0,16.0,4,3200,2,16
Kingston Renegade Silver 16 GB,9629.0,601.8,Silver / Black,10.0,32.0,5,6400,1,16
Corsair Vengeance LPX 16 GB,4499.0,281.2,Black,12.003,16.0,4,2666,2,8
G.Skill Value 8 GB,2040.0,254.99999999999997,Black,14.254,19.0,4,2666,1,8
PNY XLR8 Gaming EPIC-X RGB 8 GB,2499.0,312.40000000000003,Black,10.0,16.0,4,3200,1,8
Kingston Server Premier 32 GB,24695.0,771.6999999999999,,13.75,22.0,4,3200,1,32
TEAMGROUP T-Force Delta RGB 32 GB,19999.0,625.0,Black,7.778,14.0,4,3600,2,16
Mushkin Enhanced Redline 64 GB,19799.0,309.4,Black,10.0,28.0,5,5600,2,32
Corsair Vengeance 16 GB,6998.0,437.4,Black / White,16.667,40.0,5,4800,2,8
Corsair Vengeance RGB 48 GB,16999.0,354.09999999999997,Black,12.0,36.0,5,6000,2,24
Kingston FURY Beast 8 GB,4151.0,518.9,Black,15.833,38.0,5,4800,1,8
Corsair Dominator Platinum RGB 16 GB,8499.0,531.2,Black,10.0,16.0,4,3200,2,8
G.Skill Trident Z RGB 64 GB,49974.0,780.8,Black,7.778,14.0,4,3600,4,16
Corsair Dominator Platinum RGB 32 GB,15499.0,484.3,Black,9.0,18.0,4,4000,2,16
Lexar Ares RGB 16 GB,5499.0,343.7,White,9.0,18.0,4,4000,2,8
TEAMGROUP T-Force Zeus 32 GB,5099.0,159.3,Red / Black,10.0,16.0,4,3200,2,16
Mushkin Redline Lumina 16 GB,5987.0,374.2,Black,7.778,14.0,4,3600,2,8
G.Skill Trident Z5 32 GB,9799.0,306.2,Black,12.857,36.0,5,5600,2,16
ADATA XPG LANCER RGB 16 GB,9800.0,612.5,White,13.333,40.0,5,6000,1,16
Kingston FURY Renegade 16 GB,5520.0,345.0,Black,10.0,16.0,4,3200,2,8
G.Skill Ripjaws V 16 GB,7498.999999999999,468.70000000000005,Black,8.182,18.0,4,4400,2,8
Corsair Vengeance RGB Pro 64 GB,56479.0,882.4999999999999,Black,9.0,18.0,4,4000,2,32
G.Skill Zeta R5 128 GB,109999.0,859.4,Black / White,10.0,32.0,5,6400,8,16
Mushkin Redline Lumina 64 GB,16799.0,262.5,Black,8.889,16.0,4,3600,2,32
Corsair Vengeance 64 GB,15499.0,242.20000000000002,Black / White,16.667,40.0,5,4800,2,32
TEAMGROUP T-Create Classic 32 GB,4599.0,143.70000000000002,Silver / Black,13.75,22.0,4,3200,2,16
Crucial CT32G52C42U5 32 GB,9499.0,296.8,Black,16.154,42.0,5,5200,1,32
