name,price,price_per_gb,color,first_word_latency,cas_latency,speed_num,speed_value,modules_num,modules_value
G.Skill Sniper X 32 GB,6650.0,207.79999999999998,Black / Camo,14.167,17.0,4,2400,2,16
G.Skill Trident Z 16 GB,18900.0,1181.2,Black / White,9.312,18.0,4,3866,2,8
Kingston KCP424SS6/4 4 GB,1488.0,372.0,Green / Black,14.167,17.0,4,2400,1,4
Thermaltake TOUGHRAM 16 GB,15979.0,998.7,White / Silver,9.5,19.0,4,4000,2,8
Kingston HyperX Fury 64 GB,44900.0,701.6,Black,9.81,17.0,4,3466,2,32
Neo Forza FAYE 16 GB,6903.0,431.4,Silver / Black,10.0,16.0,4,3200,1,16
Kingston Server Premier 64 GB,18113.0,283.0,,14.254,19.0,4,2666,1,64
Thermaltake TOUGHRAM XG RGB 16 GB,16999.0,1062.4,Black / Silver,9.5,19.0,4,4000,2,8
Timetec PINNACLE Konduit 32 GB,7498.999999999999,234.3,Black,10.0,16.0,4,3200,2,16
TEAMGROUP Elite 32 GB,4799.0,150.0,Black,13.75,22.0,4,3200,1,32
TEAMGROUP T-Force Zeus 16 GB,2999.0,187.4,Red / Black,13.75,22.0,4,3200,2,8
Corsair Dominator Platinum RGB 32 GB,16499.0,515.6,Black,10.0,16.0,4,3200,4,8
Mushkin Essentials 32 GB,5699.0,178.1,Black / Green,14.065,15.0,4,2133,2,16
Kingston Server Premier 16 GB,5244.0,327.7,,14.254,19.0,4,2666,1,16
Kingston ValueRAM 8 GB,2531.0,316.40000000000003,,14.254,19.0,4,2666,1,8
TEAMGROUP T-Force Zeus 8 GB,1698.0,212.3,Red / Black,13.75,22.0,4,3200,1,8
Samsung M393B2G70DB0-CK0 16 GB,2499.0,156.20000000000002,Black / Green,13.75,11.0,3,1600,1,16
Kingston KVR26S19S8/8 8 GB,2035.0,254.4,Green / Black,14.254,19.0,4,2666,1,8
Mushkin Redline 32 GB,6360.0,198.8,,12.003,16.0,4,2666,2,16
Corsair Vengeance Performance 32 GB,62400.0,1950.0,Black / Yellow,9.474,18.0,4,3800,4,8
G.Skill Trident Z Royal Elite 16 GB,20999.0,1312.4,Gold,7.778,14.0,4,3600,2,8
TEAMGROUP T-Force Xtreem ARGB 16 GB,21430.0,1339.4,White,8.75,14.0,4,3200,2,8
Mushkin Redline Lumina 16 GB,5987.0,374.2,Black,8.75,14.0,4,3200,2,8
Corsair Vengeance Performance 32 GB,54900.0,1715.6,Black,8.889,16.0,4,3600,4,8
G.Skill Trident Z Royal 32 GB,23837.0,744.9,Silver,8.75,14.0,4,3200,2,16
Crucial CT32G4SFD8266 32 GB,8544.0,267.0,Green / Black,14.254,19.0,4,2666,1,32
Kingston FURY Renegade 128 GB,33999.0,265.6,Black,10.0,18.0,4,3600,4,32
Kingston Server Premier 16 GB,4799.0,299.90000000000003,,14.32,21.0,4,2933,1,16
Kingston ValueRAM 4 GB,7500.0,1875.0,Green,14.993,5.0,2,667,2,2
Mushkin Essentials 16 GB,2868.0,179.20000000000002,Green,13.503,9.0,3,1333,2,8
Corsair Vengeance 16 GB,7998.0,499.9,Black / Silver,11.25,9.0,3,1600,2,8
Kingston KTD-PE426/32G 32 GB,9140.0,285.59999999999997,Green / Black,14.254,19.0,4,2666,1,32
TEAMGROUP Elite 8 GB,1599.0,199.9,Black,14.254,19.0,4,2666,1,8
Mushkin Silverline 32 GB,6806.0,212.7,Silver / Green,14.254,19.0,4,2666,2,16
Crucial CT16G4XFD8266 16 GB,13999.0,874.9000000000001,Green / Black,14.254,19.0,4,2666,1,16
G.Skill Sniper X 32 GB,8222.0,256.9,Black / White,14.167,17.0,4,2400,4,8
G.Skill F4-3200C16Q-64GTZSK 64 GB,42900.0,670.3000000000001,Gray / Black,10.0,16.0,4,3200,4,16
PROXMEM KERBEROS 32 GB,7998.0,249.9,Black / Silver,10.0,18.0,4,3600,2,16
Crucial CT2K32G4DFD8266 64 GB,17590.0,274.8,Green,14.254,19.0,4,2666,2,32
G.Skill Ares 8 GB,2922.0,365.2,Black / Orange,11.25,9.0,3,1600,2,4
G.Skill Sniper 16 GB,3599.0,224.9,Black / Red,12.5,10.0,3,1600,2,8
Crucial CT2K16G3ERSDD4186D 32 GB,48906.0,1528.3,Green,13.934,13.0,3,1866,2,16
G.Skill Ripjaws V 8 GB,9995.0,1249.4,Red,11.253,15.0,4,2666,1,8
Corsair Vengeance RGB 32 GB,21718.0,678.7,Black,12.003,16.0,4,2666,4,8
G.Skill Sniper X 64 GB,32492.0,507.7,Silver / Camo,10.556,19.0,4,3600,4,16
Crucial CT2K8G4SFS8266 16 GB,6312.0,394.5,Green / Black,14.254,19.0,4,2666,2,8
Samsung M393A1G40EB1-CPB 8 GB,1794.0000000000002,224.29999999999998,Green / Black,14.065,15.0,4,2133,1,8
G.Skill Trident Z Royal 32 GB,37035.0,1157.3,Gold,7.5,15.0,4,4000,4,8
G.Skill Trident Z Royal 16 GB,31618.0,1976.1,Gold,7.727,17.0,4,4400,2,8
Kingston ValueRAM 4 GB,1848.0,462.0,,14.254,19.0,4,2666,1,4
Crucial CT2KIT12864AA800 2 GB,2499.0,1249.5,Green,15.0,6.0,2,800,2,1
G.Skill Ripjaws X 16 GB,19299.0,1206.2,Black / Blue,11.25,9.0,3,1600,4,4
G.Skill Ares 8 GB,4629.0,578.5999999999999,Black / Blue,8.439,9.0,3,2133,2,4
Kingston KVR13N9K3/24 24 GB,15999.0,666.6,Green,13.503,9.0,3,1333,3,8
G.Skill Ripjaws 32 GB,8503.0,265.7,Blue,12.5,15.0,4,2400,4,8
Kingston KVR16LE11L/8 8 GB,5896.0,737.0,Green,13.75,11.0,3,1600,1,8
Kingston KVR1333D3E9S/8G 8 GB,3907.0,488.40000000000003,Green,13.503,9.0,3,1333,1,8
Corsair ValueSelect 4 GB,1499.0,374.8,Black / Yellow,14.065,15.0,4,2133,1,4
Corsair Vengeance LPX 32 GB,76000.0,2375.0,Red,10.0,15.0,4,3000,2,16
Crucial CT4G4RFS8266 4 GB,2875.0,718.8,Green / Black,14.254,19.0,4,2666,1,4
G.Skill Trident Z Royal 16 GB,15971.0,998.1999999999999,Silver,8.5,17.0,4,4000,2,8
Corsair Dominator Platinum RGB 16 GB,15499.0,968.6999999999999,Black / Silver,9.5,19.0,4,4000,2,8
Corsair ValueSelect 32 GB,6998.999999999999,218.7,Black,13.503,18.0,4,2666,1,32
Mushkin Essentials 32 GB,5703.0,178.2,Green / Black,14.254,19.0,4,2666,1,32
Timetec PINNACLE Konduit 32 GB,5999.0,187.5,White,10.0,16.0,4,3200,1,32
Kingston KSM48R40BS4TMM-32HMR 32 GB,17500.0,546.9,Green,16.667,40.0,5,4800,1,32
Crucial CT2KIT25664BA1339 4 GB,2799.0,699.7,Green,13.503,9.0,3,1333,2,2
G.Skill Ripjaws 16 GB,17999.0,1124.9,Black / Red,11.25,9.0,3,1600,4,4
Crucial CT25664BA1339 2 GB,1499.0,749.5,Green,13.503,9.0,3,1333,1,2
G.Skill F3-12800CL9D-4GBSQ 4 GB,1827.0,456.70000000000005,Green,11.25,9.0,3,1600,2,2
Mushkin Essentials 8 GB,2355.0,294.4,Green,13.503,9.0,3,1333,2,4
Kingston KVR21L15Q4/32 32 GB,14996.0,468.6,Black / Green,14.065,15.0,4,2133,1,32
G.Skill Ripjaws 4 8 GB,11400.0,1425.0,Blue,10.0,16.0,4,3200,2,4
Crucial CT51264BD160BJ 4 GB,1610.0000000000002,402.50000000000006,Black / Green,13.75,11.0,3,1600,1,4
Kingston KVR21S15S8/4 4 GB,1200.0,300.0,Black / Silver,14.065,15.0,4,2133,1,4
G.Skill Trident Z 64 GB,42999.0,671.9,Silver / White,8.75,14.0,4,3200,8,8
G.Skill Sniper X 32 GB,19800.0,618.8,Silver / Camo,10.556,19.0,4,3600,4,8
G.Skill Trident Z Royal 16 GB,16639.0,1039.8999999999999,Silver,8.75,14.0,4,3200,2,8
G.Skill Trident Z Neo 64 GB,49999.0,781.2,Black / Silver,7.778,14.0,4,3600,8,8
Neo Forza FAYE 32 GB,5549.0,173.4,Black / Silver,9.5,19.0,4,4000,2,16
Kingston FURY Renegade 32 GB,8345.0,260.8,Black,11.253,15.0,4,2666,1,32
Kingston FURY Beast 4 GB,3217.0,804.3,Black,12.003,16.0,4,2666,1,4
TEAMGROUP Elite 64 GB,21499.0,335.9,Black,16.667,40.0,5,4800,2,32
G.Skill Trident Z RGB 64 GB,79800.0,1246.8999999999999,,9.375,15.0,4,3200,4,16
G.Skill F4-3600C16Q2-64GTZSW 64 GB,56700.0,885.9,Gray / White,8.889,16.0,4,3600,8,8
Corsair Vengeance RGB 64 GB,23999.0,375.0,Gray,12.857,36.0,5,5600,2,32
GeIL Polaris RGB 32 GB,11299.0,353.1,Black,12.667,38.0,5,6000,2,16
Kingston FURY Impact 32 GB,8001.000000000001,250.0,Black,11.253,15.0,4,2666,2,16
G.Skill Ripjaws 32 GB,10999.0,343.7,Blue / Black,11.25,18.0,4,3200,2,16
Kingston FURY Impact 32 GB,7534.0,235.4,Black,12.5,20.0,4,3200,1,32
TEAMGROUP T-Create Classic 16 GB,2999.0,187.4,Silver / Black,13.75,22.0,4,3200,2,8
Kingston FURY Impact 8 GB,2460.0,307.5,Black,11.253,15.0,4,2666,1,8
Crucial CT8G48C40S8U5 8 GB,3654.0,456.70000000000005,Black,16.667,40.0,5,4800,1,8
Mushkin Redline 64 GB,10798.0,168.70000000000002,,12.003,16.0,4,2666,2,32
G.Skill Ripjaws 8 GB,2074.0,259.2,,13.75,11.0,3,1600,2,4
Mushkin Redline 16 GB,4045.000000000001,252.8,,11.592,17.0,4,2933,2,8
PROXMEM KERBEROS 16 GB,8499.0,531.2,Black / Silver,7.778,14.0,4,3600,2,8
Crucial CT204864BF160B 16 GB,16809.0,1050.6,Black / Green,13.75,11.0,3,1600,1,16
Corsair Vengeance RGB Pro 16 GB,26508.0,1656.7,Black,8.908,19.0,4,4266,2,8
TEAMGROUP T-Force Xtreem ARGB 32 GB,13551.0,423.50000000000006,Black,10.0,16.0,4,3200,2,16
Kingston ValueRAM 8 GB,3940.0,492.5,,16.667,40.0,5,4800,1,8
Mushkin Redline Lumina 32 GB,8095.0,252.99999999999997,White,12.003,16.0,4,2666,2,16
Corsair Vengeance Performance 8 GB,2199.0,274.90000000000003,Black / Yellow,13.333,16.0,4,2400,1,8
Crucial CT8G4WFS824A 8 GB,10662.0,1332.8,Green,14.167,17.0,4,2400,1,8
Addlink Spider 4 32 GB,7288.0,227.70000000000002,Black,10.0,16.0,4,3200,2,16
Mushkin Redline 64 GB,12925.0,202.0,,11.592,17.0,4,2933,2,32
Patriot Signature Line 4 GB,3171.0,792.8,,15.833,19.0,4,2400,1,4
Patriot Viper 4 8 GB,6284.0,785.5,Black / Red,11.429,16.0,4,2800,2,4
G.Skill Trident Z Royal 16 GB,15999.0,999.9000000000001,Gold,7.778,14.0,4,3600,2,8
PNY Performance 16 GB,6453.0,403.3,Black,14.254,19.0,4,2666,1,16
Neo Forza MARS 32 GB,8941.0,279.4,Gray / Black,10.0,16.0,4,3200,2,16
PROXMEM SPEAR 32 GB,10499.0,328.1,Black / Silver,12.857,36.0,5,5600,2,16
OLOy WarHawk RGB 32 GB,13999.0,437.5,Black / Silver,10.0,18.0,4,3600,2,16
Kingston ValueRAM 1 GB,2999.0,2999.0,Green,15.009,4.0,2,533,1,1
Mushkin Essentials 4 GB,2355.0,588.8,Green,13.503,9.0,3,1333,2,2
Crucial CT51264AC667 4 GB,7947.0,1986.7,Green,14.993,5.0,2,667,1,4
Corsair CMV16GX3M2A1600C11 16 GB,7755.0,484.70000000000005,Green,11.25,9.0,3,1600,2,8
G.Skill Ripjaws 4 8 GB,3334.0000000000005,416.8,Black / Red,11.253,15.0,4,2666,2,4
Patriot Viper 4 16 GB,8666.0,541.6,Black / Red,12.5,15.0,4,2400,2,8
G.Skill Ripjaws V 16 GB,17057.0,1066.1,Black,11.429,16.0,4,2800,2,8
G.Skill Trident Z 64 GB,35443.0,553.8000000000001,Silver / White,8.75,14.0,4,3200,4,16
G.Skill Flare X 64 GB,15856.0,247.8,Red,12.5,15.0,4,2400,4,16
G.Skill Trident Z 16 GB,12445.0,777.8,Silver / Red,8.908,19.0,4,4266,2,8
G.Skill Trident Z Royal 16 GB,34400.0,2150.0,Gold,8.182,18.0,4,4400,2,8
Mushkin Redline Lumina 16 GB,5987.0,374.2,Black,9.194,19.0,4,4133,2,8
Kingston FURY Renegade 16 GB,15205.000000000002,950.3,White / Silver,10.667,32.0,5,6000,1,16
Kingston ValueRAM 2 GB,1925.0,962.5,Green,12.5,5.0,2,800,1,2
G.Skill Ripjaws 4 GB,2039.0,509.8,Black / Red,11.25,9.0,3,1600,1,4
Patriot Gamer 6 GB,8454.0,1409.0,Black / Green,11.25,9.0,3,1600,3,2
Kingston KVR800D2S6/1G 1 GB,1499.0,1499.0,Green,15.0,6.0,2,800,1,1
Mushkin 996573 4 GB,2355.0,588.8,Green,13.133,7.0,3,1066,2,2
G.Skill NS 8 GB,2855.0,356.9,Black,13.503,9.0,3,1333,2,4
Crucial CT32G4LFQ4213 32 GB,9899.0,309.3,Black / Green,14.065,15.0,4,2133,1,32
ADATA ADDS1600W4G11-S 4 GB,6804.000000000001,1701.0000000000002,Black / Green,13.75,11.0,3,1600,1,4
Samsung M471B5273DH0-CH9 4 GB,1350.0,337.5,Black / Green,13.503,9.0,3,1333,1,4
Crucial CT102472BD160B 8 GB,3983.0,497.90000000000003,Black / Green,13.75,11.0,3,1600,1,8
Corsair Vengeance Performance 64 GB,50276.0,785.6,Black / Yellow,13.503,18.0,4,2666,4,16
G.Skill Trident Z Royal 32 GB,27166.000000000004,848.9000000000001,Gold,9.5,19.0,4,4000,2,16
G.Skill Ripjaws V 16 GB,20000.0,1250.0,Black,8.5,17.0,4,4000,2,8
G.Skill Ripjaws V 16 GB,14049.0,878.1,Black,7.97,17.0,4,4266,2,8
G.Skill Trident Z Neo 16 GB,27800.0,1737.5,Black / White,8.0,16.0,4,4000,2,8
GeIL Orion RGB AMD Edition 16 GB,3999.0,249.9,Red,10.0,18.0,4,3600,2,8
Kingston Fury Renegade RGB 8 GB,4606.0,575.8,Black / Silver,9.5,19.0,4,4000,1,8
Kingston Server Premier 32 GB,9600.0,300.0,,13.75,22.0,4,3200,1,32
Kingston ValueRAM 32 GB,11692.0,365.4,,16.667,40.0,5,4800,2,16
Mushkin Redline 32 GB,17336.0,541.8000000000001,Black,9.0,18.0,4,4000,2,16
Corsair Dominator Platinum RGB 16 GB,10499.0,656.2,White,11.25,18.0,4,3200,2,8
Thermaltake TOUGHRAM XG RGB 32 GB,30999.0,968.6999999999999,Black / Silver,9.5,19.0,4,4000,2,16
Crucial CT4G4DFS6266 4 GB,3156.0,789.0,Green,14.254,19.0,4,2666,1,4
Patriot Signature 8 GB,7015.000000000001,876.9,Green,13.75,11.0,3,1600,2,4
Mushkin Essentials 4 GB,1464.0,366.0,Green,13.503,9.0,3,1333,1,4
Kingston Blu Red 8 GB,8998.0,1124.8,Red / Silver,13.503,9.0,3,1333,2,4
Mushkin Silverline 8 GB,1842.0,230.29999999999998,Gray / Silver,13.75,11.0,3,1600,1,8
Kingston KVR13N9S8K2/8 8 GB,4999.0,624.9,Green,13.503,9.0,3,1333,2,4
Crucial CT51264BA160B 4 GB,1380.0,345.0,Green,13.75,11.0,3,1600,1,4
VisionTek 900667 8 GB,5593.0,699.0999999999999,Black / Silver,13.75,11.0,3,1600,1,8
Kingston KTD-PE421/8G 8 GB,3290.0,411.2,Green,14.065,15.0,4,2133,1,8
G.Skill Ripjaws 4 GB,1998.0,499.5,Black,13.333,16.0,4,2400,1,4
Kingston ValueRAM 4 GB,2999.0,749.7,Black / Green,14.065,15.0,4,2133,1,4
Corsair Vengeance LED 32 GB,41681.0,1302.5,Black / Blue,10.0,15.0,4,3000,4,8
G.Skill Trident Z Royal 32 GB,34145.0,1067.0,Gold,7.778,14.0,4,3600,4,8
Thermaltake TOUGHRAM RC 16 GB,15599.0,974.9000000000001,Black,9.5,19.0,4,4000,2,8
Kingston Fury Renegade RGB 16 GB,5617.0,351.1,Black / Silver,10.0,16.0,4,3200,1,16
Kingston FURY Renegade 64 GB,17623.0,275.4,Black,10.0,16.0,4,3200,4,16
Thermaltake TOUGHRAM XG RGB 16 GB,17998.0,1124.9,White / Silver,9.5,19.0,4,4000,2,8
Timetec PINNACLE Konduit 16 GB,3799.0,237.4,Black,10.0,16.0,4,3200,1,16
Kingston FURY Impact 8 GB,2634.0,329.2,Black,12.5,20.0,4,3200,1,8
G.Skill Ripjaws 32 GB,6498.0,203.10000000000002,Black / Blue,13.333,16.0,4,2400,2,16
GeIL ORION V RGB 32 GB,9299.0,290.6,Black,12.667,38.0,5,6000,2,16
Corsair Vengeance Performance 16 GB,3899.0,243.7,Black / Yellow,13.503,18.0,4,2666,1,16
G.Skill Trident Z Royal 16 GB,15999.0,999.9000000000001,Silver,7.778,14.0,4,3600,2,8
Crucial CT2K102464BF186D 16 GB,4500.0,281.2,Black / Green,13.934,13.0,3,1866,2,8
G.Skill F3-12800CL11D-8GBSQ 8 GB,2043.0,255.39999999999998,Green,13.75,11.0,3,1600,2,4
Corsair Vengeance Performance 16 GB,3999.0,249.9,Black / Yellow,13.333,16.0,4,2400,1,16
G.Skill Ripjaws 8 GB,1798.0,224.8,,11.25,9.0,3,1600,1,8
Mushkin 977020A 16 GB,2868.0,179.20000000000002,Black / Green,13.503,9.0,3,1333,2,8
G.Skill Trident Z Royal 32 GB,27999.0,875.0,Gold,7.778,14.0,4,3600,2,16
TEAMGROUP T-Force Zeus 32 GB,4999.0,156.20000000000002,Red / Black,13.75,22.0,4,3200,2,16
Corsair ValueSelect 16 GB,3999.0,249.9,Black,14.065,15.0,4,2133,1,16
G.Skill Ripjaws 8 GB,2999.0,374.90000000000003,Black / Blue,11.25,18.0,4,3200,1,8
Kingston KCP426SS8/8 8 GB,2429.0,303.6,Green / Black,12.753,17.0,4,2666,1,8
Mushkin Silverline 32 GB,6403.0,200.1,Silver / Green,14.065,15.0,4,2133,2,16
Kingston ValueRAM 64 GB,19999.0,312.5,,16.667,40.0,5,4800,2,32
Kingston ValueRAM 32 GB,6975.0,218.00000000000003,,13.75,22.0,4,3200,1,32
PROXMEM KERBEROS 16 GB,4999.0,312.40000000000003,Black / Silver,10.0,18.0,4,3600,2,8
OLOy WarHawk RGB 8 GB,3399.0,424.9,Black / Silver,10.0,18.0,4,3600,1,8
Corsair ValueSelect 8 GB,1999.0,249.9,Black / Yellow,14.065,15.0,4,2133,1,8
Crucial CT2K4G4SFS624A 8 GB,3995.000000000001,499.4,Green / Black,14.167,17.0,4,2400,2,4
G.Skill Trident Z Royal 32 GB,27535.000000000004,860.5,Silver,8.0,16.0,4,4000,2,16
Kingston Server Premier 32 GB,16836.0,526.1,,14.254,19.0,4,2666,1,32
Kingston ValueRAM 32 GB,10484.0,327.59999999999997,,16.667,40.0,5,4800,1,32
Mushkin Redline Lumina 32 GB,7902.0,246.89999999999998,Black,12.003,16.0,4,2666,2,16
G.Skill F4-4133C19Q-32GTZSWF 32 GB,59679.0,1864.9999999999998,Gray / White,9.194,19.0,4,4133,4,8
GeIL Polaris RGB 32 GB,13999.0,437.5,Black,11.875,38.0,5,6400,2,16
OCZ OCZ2V6672G 2 GB,3754.0,1877.0,Green,14.993,5.0,2,667,1,2
Crucial CT25664AC667 2 GB,2037.0,1018.5,Green,14.993,5.0,2,667,1,2
Mushkin Essentials 8 GB,13444.0,1680.5,Green,15.0,6.0,2,800,2,4
Corsair CMSO8GX3M1C1333C9 8 GB,3734.000000000001,466.8,Green,13.503,9.0,3,1333,1,8
G.Skill Aegis 16 GB,7200.0,450.0,,13.503,9.0,3,1333,2,8
Crucial CT8G3S160BM 8 GB,2165.0,270.6,Black / Green,13.75,11.0,3,1600,1,8
G.Skill Ripjaws 32 GB,8309.0,259.7,Black,14.065,15.0,4,2133,2,16
Crucial CT4K16G4DFD8213 64 GB,29995.0,468.70000000000005,Black / Green,14.065,15.0,4,2133,4,16
Crucial CT16G4SFD8266 16 GB,6240.0,390.0,Green / Black,14.254,19.0,4,2666,1,16
Kingston HyperX Impact 16 GB,9819.0,613.6999999999999,Black,11.253,15.0,4,2666,1,16
Mushkin Essentials 32 GB,5897.0,184.3,Green / Black,14.167,17.0,4,2400,2,16
Patriot Signature Line 8 GB,1848.0,231.0,Green / Black,14.167,17.0,4,2400,1,8
G.Skill Flare X 64 GB,17139.0,267.8,Black,10.0,16.0,4,3200,4,16
Mushkin Redline 8 GB,3199.0,399.90000000000003,Black,9.376,10.0,3,2133,2,4
Neo Forza FAYE 16 GB,11499.0,718.7,Black / Silver,8.261,19.0,4,4600,2,8
Patriot Viper 4 GB,19999.0,4999.8,Silver,10.503,7.0,3,1333,2,2
Kingston KVR13N9S8H/4 4 GB,3486.0,871.5,,13.503,9.0,3,1333,1,4
Corsair CMV8GX3M2A1600C11 8 GB,4499.0,562.4,Green,13.75,11.0,3,1600,2,4
Kingston KVR16N11H/8 8 GB,2499.0,312.40000000000003,Green,13.75,11.0,3,1600,1,8
Kingston KVR1333D3E9SK2/16G 16 GB,12888.0,805.5,Green,13.503,9.0,3,1333,2,8
Kingston KVR13E9/2I 2 GB,4385.0,2192.5,Green,13.503,9.0,3,1333,1,2
Mushkin Essentials 8 GB,2328.0,291.0,Black / Green,14.065,15.0,4,2133,2,4
G.Skill Trident Z 32 GB,15888.0,496.5,Red / Silver,9.444,17.0,4,3600,4,8
Mushkin Essentials 16 GB,3392.0,212.0,Black / Green,14.065,15.0,4,2133,1,16
Crucial CT102472BA186D 8 GB,4199.0,524.9,Green / Black,13.934,13.0,3,1866,1,8
Mushkin Silverline 16 GB,5699.0,356.2,Silver / Green,14.254,19.0,4,2666,2,8
Kingston Server Premier 16 GB,11600.0,725.0,,13.75,22.0,4,3200,1,16
Kingston ValueRAM 8 GB,2578.0,322.3,,13.75,22.0,4,3200,1,8
Kingston ValueRAM 32 GB,7209.0,225.3,,14.254,19.0,4,2666,1,32
Mushkin Redline 16 GB,9414.0,588.4000000000001,Black,8.889,16.0,4,3600,2,8
Mushkin Redline 16 GB,9599.0,599.9,Black,12.143,17.0,4,2800,2,8
Mushkin Silverline 8 GB,11899.0,1487.4,Silver,14.065,15.0,4,2133,1,8
G.Skill Ripjaws V 32 GB,20612.0,644.1,Red,8.5,17.0,4,4000,4,8
Silicon Power SP016GBLFU213B02 16 GB,6500.0,406.20000000000005,,14.065,15.0,4,2133,1,16
Thermaltake TOUGHRAM XG RGB 16 GB,16599.0,1037.4,Black / Silver,10.0,18.0,4,3600,2,8
Neo Forza MARS 16 GB,4799.0,299.90000000000003,Gray / Black,9.5,19.0,4,4000,2,8
GeIL Polaris 32 GB,8699.0,271.8,Red,16.429,46.0,5,5600,2,16
Crucial CT25664BA1067 2 GB,1998.0,999.0,Green,13.133,7.0,3,1066,1,2
G.Skill ECO 4 GB,2999.0,749.7,Silver,11.25,9.0,3,1600,2,2
Kingston ValueRAM 3 GB,2548.0,849.3000000000001,Green,13.503,9.0,3,1333,3,1
Kingston KVR1333D3N9K2/8G 8 GB,4989.0,623.6,Green,13.503,9.0,3,1333,2,4
G.Skill Ripjaws X 16 GB,12668.0,791.8000000000001,Black / Red,9.646,9.0,3,1866,4,4
Kingston KVR667D2S5/1G 1 GB,978.0,977.9999999999999,Green,14.993,5.0,2,667,1,1
G.Skill Ripjaws Z 16 GB,8998.0,562.4,Black / Blue,8.439,9.0,3,2133,4,4
Kingston KHX1600C9D3K8/32GX 32 GB,8996.0,281.1,Blue / Silver,11.25,9.0,3,1600,8,4
G.Skill Ares 16 GB,8809.0,550.6,Black / Blue,8.439,9.0,3,2133,4,4
G.Skill NS 4 GB,2223.0,555.8,Black,13.503,9.0,3,1333,1,4
Corsair CMSO4GX3M1C1600C11 4 GB,2499.0,624.7,Green,11.25,9.0,3,1600,1,4
G.Skill Aegis 8 GB,6900.0,862.5,,13.503,9.0,3,1333,1,8
Crucial CT2KIT51264BA160BJ 8 GB,3499.0,437.4,Black / Green,13.75,11.0,3,1600,2,4
Kingston KVR1333D3D4R9SK2/16G 16 GB,7450.0,465.59999999999997,Green,13.503,9.0,3,1333,2,8
PNY NHS 8 GB,3999.0,499.9,Black / Green,13.75,11.0,3,1600,1,8
G.Skill Ripjaws 4 GB,2056.0,514.0,Black / Blue,13.503,18.0,4,2666,1,4
Crucial CT2KIT25664BA160BJ 4 GB,3499.0,874.8,Black / Green,13.75,11.0,3,1600,2,2
Kingston Savage 16 GB,38900.0,2431.2000000000003,Black,10.0,15.0,4,3000,2,8
Kingston ValueRAM 8 GB,4928.0,616.0,Green / Black,14.167,17.0,4,2400,1,8
Kingston KSM24RS8/8MEI 8 GB,4823.0,602.9,Green / Black,14.167,17.0,4,2400,1,8
G.Skill Trident Z Royal 64 GB,33900.0,529.6999999999999,Silver,13.503,18.0,4,2666,2,32
Neo Forza MARS 16 GB,4549.0,284.3,Gray / Black,10.0,18.0,4,3600,2,8
G.Skill Ripjaws V 32 GB,9249.0,289.0,Black,14.254,19.0,4,2666,1,32
Kingston Server Premier 32 GB,10999.0,343.7,,13.75,22.0,4,3200,1,32
TEAMGROUP Elite 64 GB,16499.0,257.8,Black,14.254,19.0,4,2666,2,32
G.Skill Trident Z RGB 64 GB,39995.0,624.9,Black,12.5,15.0,4,2400,4,16
Neo Forza MARS 32 GB,15299.0,478.09999999999997,Gray / Black,10.0,18.0,4,3600,2,16
GeIL Polaris RGB 32 GB,12599.0,393.7,Red,11.875,38.0,5,6400,2,16
G.Skill Ripjaws 32 GB,6399.0,200.0,Black,13.503,18.0,4,2666,2,16
Kingston FURY Impact 16 GB,4286.0,267.9,Black,11.253,15.0,4,2666,1,16
Kingston FURY Impact 32 GB,5999.0,187.5,Black,12.003,16.0,4,2666,1,32
G.Skill F3-10666CL9D-8GBSQ 8 GB,2119.0,264.9,Green,13.503,9.0,3,1333,2,4
Kingston KVR667D2D4F5/8G 8 GB,72800.0,9100.0,Black / Silver,14.993,5.0,2,667,1,8
G.Skill Ripjaws 16 GB,5545.0,346.6,Black / Blue,10.667,16.0,4,3000,2,8
Mushkin Essentials 16 GB,2868.0,179.20000000000002,Green,13.75,11.0,3,1600,2,8
Crucial CT2KIT102464BF160B 16 GB,4044.0,252.70000000000002,Green,13.75,11.0,3,1600,2,8
TEAMGROUP T-Force Zeus 32 GB,4899.0,153.1,Red / Black,13.75,22.0,4,3200,1,32
Mushkin Essentials 16 GB,3468.0,216.7,Green / Black,14.065,15.0,4,2133,2,8
Kingston ValueRAM 8 GB,10569.0,1321.1000000000001,Green / Black,14.167,17.0,4,2400,1,8
Kingston ValueRAM 16 GB,7498.0,468.6,,14.065,15.0,4,2133,1,16
Kingston ValueRAM 2 GB,4500.0,2250.0,Green,15.0,6.0,2,800,2,1
Mushkin Essentials 4 GB,2868.0,717.0,Green,12.5,5.0,2,800,2,2
Patriot Signature 8 GB,2782.0,347.8,Green,13.75,11.0,3,1600,1,8
Crucial CT4K8G4DFS8213 32 GB,15900.0,496.90000000000003,Black / Green,14.065,15.0,4,2133,4,8
Mushkin Proline 32 GB,7812.0,244.1,,15.002,22.0,4,2933,1,32
Mushkin Proline 16 GB,4559.0,284.90000000000003,,14.32,21.0,4,2933,1,16
Kingston ValueRAM 2 GB,3697.0,1848.5,Green,15.009,4.0,2,533,1,2
Corsair XMS2 2 GB,7495.0,3747.5,Black / Purple,10.0,4.0,2,800,2,1
G.Skill Ripjaws 4 GB,2136.0,534.0,Black / Red,11.25,9.0,3,1600,2,2
Mushkin Essentials 4 GB,2868.0,717.0,Green,14.993,5.0,2,667,2,2
