gpu,memory,core_clock,boost_clock,boost_clock,length,rating,architecture,year,power_consumption,average_price
GeForce GTX 1630,4.0,1740.0,1785.0,1785.0,202.0,12.98,Turing,2022,75,
GeForce GTX 1630,4.0,1740.0,1785.0,1785.0,166.0,12.98,Turing,2022,75,
GeForce GTX 1630,4.0,1740.0,1815.0,1815.0,170.0,12.98,Turing,2022,75,
Radeon RX 5700 XT,8.0,1605.0,1980.0,1980.0,293.0,42.89,RDNA 1.0,2019,225,45489.32876712329
Radeon RX 5500 XT,4.0,1607.0,1845.0,1845.0,225.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 5500 XT,8.0,1607.0,1845.0,1845.0,225.0,23.72,RDNA 1.0,2019,130,26249.78260869565
Radeon RX 5700 XT,8.0,1605.0,1905.0,1905.0,280.0,42.89,RDNA 1.0,2019,225,45489.32876712329
GeForce GTX 1660 Ti,6.0,1530.0,1875.0,1875.0,242.0,33.55,Turing,2019,120,27207.916666666668
GeForce RTX 3090 Ti,24.0,1560.0,1875.0,1875.0,338.0,77.01,Ampere,2022,450,122757.8947368421
GeForce RTX 4060,8.0,1830.0,2670.0,2670.0,250.0,51.51,Ada Lovelace,2023,115,44055.95714285714
GeForce RTX 4060,8.0,1830.0,2505.0,2505.0,260.0,51.51,Ada Lovelace,2023,115,44055.95714285714
GeForce GTX 465,1.0,607.0,,,,6.89,Fermi,2010,200,
GeForce GTX 470,1.25,630.0,,,,8.07,Fermi,2010,215,
GeForce GTX 470,1.25,700.0,,,,8.07,Fermi,2010,215,
Radeon HD 4650,1.0,650.0,,,,0.63,TeraScale,2008,48,
Radeon HD 5670,1.0,,,,,2.09,TeraScale 2,2010,64,
Radeon HD 5750,1.0,740.0,,,,3.03,TeraScale 2,2009,86,
Radeon HD 5770,1.0,900.0,,,,4.43,TeraScale 2,2009,108,
Radeon HD 5870,1.0,,,,,5.76,TeraScale 2,2009,188,
GeForce GTX 470,1.25,,,,241.0,8.07,Fermi,2010,215,
GeForce GTX 480,1.5,726.0,,,266.0,10.68,Fermi,2010,250,
Radeon HD 5550,1.0,550.0,,,167.0,0.98,TeraScale 2,2010,39,
Radeon HD 5850,1.0,725.0,,,241.0,5.17,TeraScale 2,2009,151,
Radeon HD 5870,1.0,850.0,,,241.0,5.76,TeraScale 2,2009,188,
GeForce GTX 465,1.0,607.0,,,254.0,6.89,Fermi,2010,200,
Radeon HD 5970,2.0,725.0,,,304.0,5.88,TeraScale 2,2009,294,
GeForce 8400 GS,0.5,450.0,,,,0.4,Tesla,2007,40,
GeForce 8400 GS,0.5,567.0,,,168.0,0.4,Tesla,2007,40,
Radeon HD 5970,4.0,,,,,5.88,TeraScale 2,2009,294,
Radeon HD 5970,2.0,,,,,5.88,TeraScale 2,2009,294,
Radeon HD 4550,0.5,625.0,,,,0.61,TeraScale,2008,25,
Radeon HD 5750,1.0,710.0,,,,3.03,TeraScale 2,2009,86,
GeForce GTX 480,1.5,,,,,10.68,Fermi,2010,250,
Radeon HD 4350,1.0,600.0,,,167.0,0.37,TeraScale,2008,20,
GeForce GTX 470,1.25,656.0,,,241.0,8.07,Fermi,2010,215,
GeForce GTX 460,1.0,675.0,,,209.0,5.89,Fermi,2010,160,
GeForce 9500 GT,0.5,550.0,,,,0.43,Tesla,2008,50,
Radeon HD 5670,0.5,775.0,,,,2.09,TeraScale 2,2010,64,
Radeon HD 6950,2.0,810.0,,,,6.76,TeraScale 3,2010,200,
Radeon HD 6970,2.0,890.0,,,279.0,7.37,TeraScale 3,2010,250,
Radeon HD 6950,2.0,800.0,,,271.0,6.76,TeraScale 3,2010,200,
Radeon HD 6970,2.0,880.0,,,,7.37,TeraScale 3,2010,250,
GeForce GTX 570,1.25,742.0,,,279.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 580,1.5,772.0,,,,11.99,Fermi 2.0,2010,244,
GeForce GTX 570,1.25,732.0,,,267.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 580,1.5,823.0,,,,11.99,Fermi 2.0,2010,244,
Radeon HD 6870,1.0,913.0,,,241.0,5.75,TeraScale 2,2010,151,
Radeon HD 6870,1.0,900.0,,,255.0,5.75,TeraScale 2,2010,151,
Radeon HD 6870,1.0,900.0,,,223.0,5.75,TeraScale 2,2010,151,
Radeon HD 6870,1.0,940.0,,,,5.75,TeraScale 2,2010,151,
Radeon HD 6850,1.0,820.0,,,234.0,5.11,TeraScale 2,2010,127,
Radeon HD 6850,1.0,800.0,,,234.0,5.11,TeraScale 2,2010,127,
Radeon HD 5750,1.0,700.0,,,184.0,3.03,TeraScale 2,2009,86,
Radeon HD 5770,1.0,850.0,,,182.0,4.43,TeraScale 2,2009,108,
GeForce GTX 460,1.0,810.0,,,209.0,5.89,Fermi,2010,160,
Radeon HD 5670,0.5,774.0,,,223.0,2.09,TeraScale 2,2010,64,
Radeon HD 5830,1.0,800.0,,,241.0,4.5,TeraScale 2,2010,175,
Radeon HD 5850,1.0,765.0,,,241.0,5.17,TeraScale 2,2009,151,
Radeon HD 5670,0.5,775.0,,,168.0,2.09,TeraScale 2,2010,64,
Radeon HD 5670,1.0,790.0,,,,2.09,TeraScale 2,2010,64,
Radeon HD 5450,0.5,550.0,,,,0.35,TeraScale 2,2010,19,
Radeon HD 5450,1.0,550.0,,,,0.35,TeraScale 2,2010,19,
Radeon HD 5550,1.0,,,,,0.98,TeraScale 2,2010,39,
Radeon HD 5550,1.0,650.0,,,,0.98,TeraScale 2,2010,39,
Radeon HD 5550,1.0,550.0,,,170.0,0.98,TeraScale 2,2010,39,
Radeon HD 5570,1.0,650.0,,,170.0,1.23,TeraScale 2,2010,39,
Radeon HD 5670,1.0,775.0,,,182.0,2.09,TeraScale 2,2010,64,
Radeon HD 5830,1.0,825.0,,,,4.5,TeraScale 2,2010,175,
Radeon HD 5850,1.0,725.0,,,257.0,5.17,TeraScale 2,2009,151,
Radeon HD 5570,1.0,650.0,,,167.0,1.23,TeraScale 2,2010,39,
Radeon HD 5870,1.0,875.0,,,,5.76,TeraScale 2,2009,188,
Radeon HD 5550,0.5,550.0,,,,0.98,TeraScale 2,2010,39,
Radeon HD 4550,1.0,600.0,,,,0.61,TeraScale,2008,25,
Radeon HD 5570,2.0,,,,,1.23,TeraScale 2,2010,39,
GeForce GTX 460,0.75,700.0,,,240.0,5.89,Fermi,2010,160,
GeForce GTX 460 SE,1.0,660.0,,,241.0,5.16,Fermi,2010,150,
GeForce GTX 580,1.5,782.0,,,279.0,11.99,Fermi 2.0,2010,244,
GeForce GTX 460,1.0,675.0,,,,5.89,Fermi,2010,160,
GeForce GTX 460 SE,1.0,650.0,,,209.0,5.16,Fermi,2010,150,
GeForce GTX 460 SE,1.0,720.0,,,209.0,5.16,Fermi,2010,150,
GeForce GTX 465,1.0,607.0,,,241.0,6.89,Fermi,2010,200,
GeForce GTX 465,1.0,625.0,,,,6.89,Fermi,2010,200,
GeForce GTX 460,1.0,760.0,,,,5.89,Fermi,2010,160,
GeForce GTX 460 SE,1.0,730.0,,,,5.16,Fermi,2010,150,
GeForce GTX 460,1.0,780.0,,,237.0,5.89,Fermi,2010,160,
GeForce GTX 460,1.0,810.0,,,237.0,5.89,Fermi,2010,160,
GeForce GTX 460,0.75,750.0,,,252.0,5.89,Fermi,2010,160,
GeForce GTX 465,1.0,607.0,,,243.0,6.89,Fermi,2010,200,
GeForce GTX 480,1.5,750.0,,,304.0,10.68,Fermi,2010,250,
GeForce GTX 480,1.5,700.0,,,264.0,10.68,Fermi,2010,250,
GeForce GTX 580,1.5,772.0,,,267.0,11.99,Fermi 2.0,2010,244,
GeForce GTX 570,1.25,780.0,,,266.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 460,2.0,700.0,,,209.0,5.89,Fermi,2010,160,
GeForce GTX 460,1.0,790.0,,,209.0,5.89,Fermi,2010,160,
GeForce GTX 460,0.75,710.0,,,,5.89,Fermi,2010,160,
GeForce GTX 460,2.0,710.0,,,,5.89,Fermi,2010,160,
GeForce GTX 560 Ti,1.0,830.0,,,,7.96,Fermi 2.0,2011,160,
GeForce GTX 570,1.25,780.0,,,,10.2,Fermi 2.0,2010,219,
Radeon HD 5850,2.0,765.0,,,,5.17,TeraScale 2,2009,151,
GeForce 8400 GS,0.5,589.0,,,170.0,0.4,Tesla,2007,40,
GeForce GTS 450,1.0,925.0,,,216.0,3.42,Fermi,2010,106,
GeForce GTX 460,1.0,775.0,,,248.0,5.89,Fermi,2010,160,
GeForce GTS 450,1.0,850.0,,,216.0,3.42,Fermi,2010,106,
GeForce GT 430,1.0,700.0,,,,1.56,Fermi,2010,49,
GeForce GTS 450,1.0,783.0,,,,3.42,Fermi,2010,106,
GeForce 8400 GS,1.0,,,,,0.4,Tesla,2007,40,
GeForce GT 430,1.0,785.0,,,170.0,1.56,Fermi,2010,49,
GeForce GTS 450,1.0,850.0,,,210.0,3.42,Fermi,2010,106,
GeForce GTX 570,1.25,786.0,,,268.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 580,1.5,800.0,,,,11.99,Fermi 2.0,2010,244,
Radeon HD 6870,1.0,930.0,,,254.0,5.75,TeraScale 2,2010,151,
GeForce GTX 560 Ti,1.0,820.0,,,209.0,7.96,Fermi 2.0,2011,160,
GeForce GTS 450,1.0,850.0,,,209.0,3.42,Fermi,2010,106,
Radeon HD 6950,1.0,830.0,,,259.0,6.76,TeraScale 3,2010,200,
Radeon HD 6950,1.0,800.0,,,259.0,6.76,TeraScale 3,2010,200,
GeForce GT 440,0.5,810.0,,,144.0,2.0,Fermi,2011,65,
GeForce GTS 450,1.0,810.0,,,209.0,3.42,Fermi,2010,106,
GeForce GT 430,1.0,700.0,,,168.0,1.56,Fermi,2010,49,
GeForce GTS 450,1.0,822.0,,,209.0,3.42,Fermi,2010,106,
GeForce GTX 560 Ti,1.0,950.0,,,,7.96,Fermi 2.0,2011,160,
GeForce GT 440,0.5,810.0,,,209.0,2.0,Fermi,2011,65,
Radeon HD 6950,2.0,810.0,,,297.0,6.76,TeraScale 3,2010,200,
Radeon HD 6970,2.0,940.0,,,275.0,7.37,TeraScale 3,2010,250,
Radeon HD 6950,1.0,800.0,,,,6.76,TeraScale 3,2010,200,
Radeon HD 6950,1.0,830.0,,,256.0,6.76,TeraScale 3,2010,200,
Radeon HD 6850,1.0,820.0,,,215.0,5.11,TeraScale 2,2010,127,
Radeon HD 4670,1.0,650.0,,,,0.99,TeraScale,2008,59,
Radeon HD 6990,4.0,830.0,,,317.0,7.83,TeraScale 3,2011,375,
GeForce GT 430,1.0,700.0,,,165.0,1.56,Fermi,2010,49,
GeForce GTX 560 Ti,1.0,900.0,,,209.0,7.96,Fermi 2.0,2011,160,
Radeon HD 6870,1.0,970.0,,,,5.75,TeraScale 2,2010,151,
Radeon HD 5570,2.0,650.0,,,,1.23,TeraScale 2,2010,39,
Radeon HD 5670,1.0,775.0,,,180.0,2.09,TeraScale 2,2010,64,
Radeon HD 6790,1.0,900.0,,,,4.17,TeraScale 2,2011,150,
Radeon HD 6870,1.0,920.0,,,,5.75,TeraScale 2,2010,151,
Radeon HD 6870,1.0,975.0,,,,5.75,TeraScale 2,2010,151,
Radeon HD 6950,2.0,800.0,,,255.0,6.76,TeraScale 3,2010,200,
Radeon HD 6950,1.0,840.0,,,,6.76,TeraScale 3,2010,200,
Radeon HD 6950,2.0,840.0,,,,6.76,TeraScale 3,2010,200,
Radeon HD 6970,2.0,900.0,,,,7.37,TeraScale 3,2010,250,
GeForce GTX 580,1.5,815.0,,,266.0,11.99,Fermi 2.0,2010,244,
GeForce GT 520,1.0,810.0,,,167.0,0.82,Fermi 2.0,2011,29,
Radeon HD 6950,1.0,810.0,,,297.0,6.76,TeraScale 3,2010,200,
Radeon HD 6950,1.0,800.0,,,271.0,6.76,TeraScale 3,2010,200,
GeForce GTX 550 Ti,1.0,966.0,,,209.0,4.04,Fermi 2.0,2011,116,
GeForce GTX 560 Ti,1.0,,,,,7.96,Fermi 2.0,2011,160,
GeForce GTX 560 Ti,1.0,1000.0,,,,7.96,Fermi 2.0,2011,160,
Radeon HD 6870,1.0,950.0,,,289.0,5.75,TeraScale 2,2010,151,
Radeon HD 6970,2.0,900.0,,,289.0,7.37,TeraScale 3,2010,250,
Radeon HD 6850,1.0,775.0,,,216.0,5.11,TeraScale 2,2010,127,
Radeon HD 6790,1.0,,,,,4.17,TeraScale 2,2011,150,
Radeon HD 6570,1.0,,,,,1.43,TeraScale 2,2011,60,
Radeon HD 5670,1.0,775.0,,,181.0,2.09,TeraScale 2,2010,64,
Radeon HD 6790,1.0,840.0,,,261.0,4.17,TeraScale 2,2011,150,
Radeon HD 6790,1.0,840.0,,,245.0,4.17,TeraScale 2,2011,150,
Radeon HD 6570,2.0,,,,,1.43,TeraScale 2,2011,60,
Radeon HD 6570,1.0,650.0,,,149.0,1.43,TeraScale 2,2011,60,
Radeon HD 6770,1.0,850.0,,,220.0,3.25,TeraScale 2,2011,108,
GeForce GT 440,0.5,810.0,,,,2.0,Fermi,2011,65,
GeForce GTX 560 Ti,1.0,822.0,,,,7.96,Fermi 2.0,2011,160,
GeForce GT 520,1.0,830.0,,,,0.82,Fermi 2.0,2011,29,
GeForce GTX 560 Ti,1.0,950.0,,,243.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 570,1.25,770.0,,,,10.2,Fermi 2.0,2010,219,
GeForce GTX 580,1.5,832.0,,,,11.99,Fermi 2.0,2010,244,
GeForce GTS 450,2.0,783.0,,,209.0,3.42,Fermi,2010,106,
GeForce GTX 570,1.25,772.0,,,266.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 570,1.25,780.0,,,228.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 560,1.0,925.0,,,228.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 560,1.0,830.0,,,238.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6950,1.0,800.0,,,289.0,6.76,TeraScale 3,2010,200,
Radeon HD 6790,1.0,840.0,,,,4.17,TeraScale 2,2011,150,
Radeon HD 6950,2.0,880.0,,,,6.76,TeraScale 3,2010,200,
GeForce GTX 560,1.0,810.0,,,,7.17,Fermi 2.0,2011,150,
GeForce GTX 560 Ti,1.0,822.0,,,237.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 580,1.5,805.0,,,266.0,11.99,Fermi 2.0,2010,244,
GeForce GTX 560,1.0,820.0,,,209.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6770,1.0,850.0,,,244.0,3.25,TeraScale 2,2011,108,
Radeon HD 6770,1.0,880.0,,,,3.25,TeraScale 2,2011,108,
GeForce GTX 570,1.25,822.0,,,266.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 560,1.0,900.0,,,209.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 560,1.0,931.0,,,209.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 570,1.25,780.0,,,281.0,10.2,Fermi 2.0,2010,219,
Radeon HD 6770,1.0,875.0,,,,3.25,TeraScale 2,2011,108,
Radeon HD 6570,1.0,670.0,,,,1.43,TeraScale 2,2011,60,
Radeon HD 6750,1.0,700.0,,,231.0,2.72,TeraScale 2,2011,86,
Radeon HD 6770,1.0,850.0,,,231.0,3.25,TeraScale 2,2011,108,
Radeon HD 6770,1.0,900.0,,,,3.25,TeraScale 2,2011,108,
Radeon HD 5830,1.0,,,,,4.5,TeraScale 2,2010,175,
GeForce GTX 580,3.0,815.0,,,266.0,11.99,Fermi 2.0,2010,244,
Radeon HD 6450,0.5,,,,,0.51,TeraScale 2,2011,18,
Radeon HD 6750,1.0,710.0,,,,2.72,TeraScale 2,2011,86,
GeForce GT 520,2.0,810.0,,,,0.82,Fermi 2.0,2011,29,
Radeon HD 5450,0.5,650.0,,,167.0,0.35,TeraScale 2,2010,19,
Radeon HD 5570,1.0,650.0,,,180.0,1.23,TeraScale 2,2010,39,
Radeon HD 6790,1.0,840.0,,,219.0,4.17,TeraScale 2,2011,150,
Radeon HD 6950,2.0,830.0,,,256.0,6.76,TeraScale 3,2010,200,
Radeon HD 6950,2.0,830.0,,,259.0,6.76,TeraScale 3,2010,200,
Radeon HD 6950,1.0,800.0,,,256.0,6.76,TeraScale 3,2010,200,
GeForce GT 520,1.0,900.0,,,154.0,0.82,Fermi 2.0,2011,29,
GeForce GTX 580,1.5,857.0,,,,11.99,Fermi 2.0,2010,244,
Radeon HD 5450,1.0,650.0,,,198.0,0.35,TeraScale 2,2010,19,
Radeon HD 6770,1.0,850.0,,,200.0,3.25,TeraScale 2,2011,108,
Radeon HD 6870,2.0,,,,,5.75,TeraScale 2,2010,151,
GeForce GTS 450,1.0,783.0,,,223.0,3.42,Fermi,2010,106,
Radeon HD 6790,1.0,840.0,,,234.0,4.17,TeraScale 2,2011,150,
GeForce GTX 560 Ti,1.0,835.0,,,236.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 580,1.5,772.0,,,292.0,11.99,Fermi 2.0,2010,244,
Radeon HD 6770,1.0,775.0,,,205.0,3.25,TeraScale 2,2011,108,
GeForce GTX 550 Ti,1.0,900.0,,,184.0,4.04,Fermi 2.0,2011,116,
GeForce GT 520,1.0,810.0,,,172.0,0.82,Fermi 2.0,2011,29,
GeForce GTX 460,1.0,675.0,,,279.0,5.89,Fermi,2010,160,
Radeon HD 6770,1.0,850.0,,,197.0,3.25,TeraScale 2,2011,108,
GeForce GTS 450,1.0,825.0,,,209.0,3.42,Fermi,2010,106,
Radeon HD 6870,2.0,900.0,,,219.0,5.75,TeraScale 2,2010,151,
Radeon HD 6750,1.0,700.0,,,215.0,2.72,TeraScale 2,2011,86,
Radeon HD 5670,2.0,775.0,,,,2.09,TeraScale 2,2010,64,
Radeon HD 6770,1.0,800.0,,,,3.25,TeraScale 2,2011,108,
GeForce GTX 560,2.0,820.0,,,209.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 560,1.0,860.0,,,228.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6970,2.0,880.0,,,289.0,7.37,TeraScale 3,2010,250,
Radeon HD 4650,1.0,600.0,,,177.0,0.63,TeraScale,2008,48,
Radeon HD 6750,1.0,700.0,,,182.0,2.72,TeraScale 2,2011,86,
GeForce GTX 560 Ti,1.0,820.0,,,279.0,7.96,Fermi 2.0,2011,160,
Radeon HD 6870,1.0,900.0,,,248.0,5.75,TeraScale 2,2010,151,
Radeon HD 6570,2.0,650.0,,,,1.43,TeraScale 2,2011,60,
Radeon HD 6850,1.0,800.0,,,237.0,5.11,TeraScale 2,2010,127,
Radeon HD 5450,0.5,,,,144.0,0.35,TeraScale 2,2010,19,
GeForce GT 520,2.0,900.0,,,154.0,0.82,Fermi 2.0,2011,29,
Radeon HD 6970,2.0,880.0,,,275.0,7.37,TeraScale 3,2010,250,
GeForce GTX 560,2.0,822.0,,,209.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 560,1.0,930.0,,,228.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6950,1.0,800.0,,,260.0,6.76,TeraScale 3,2010,200,
GeForce GTX 550 Ti,1.0,950.0,,,209.0,4.04,Fermi 2.0,2011,116,
Radeon HD 5770,1.0,850.0,,,212.0,4.43,TeraScale 2,2009,108,
GeForce GT 430,2.0,700.0,,,178.0,1.56,Fermi,2010,49,
Radeon HD 6770,1.0,850.0,,,223.0,3.25,TeraScale 2,2011,108,
GeForce GTX 560,1.0,820.0,,,203.0,7.17,Fermi 2.0,2011,150,
Radeon HD 6850,1.0,775.0,,,219.0,5.11,TeraScale 2,2010,127,
GeForce GTX 560 Ti,1.0,822.0,,,241.0,7.96,Fermi 2.0,2011,160,
GeForce GT 430,0.5,700.0,,,156.0,1.56,Fermi,2010,49,
GeForce GTX 550 Ti,1.0,900.0,,,203.0,4.04,Fermi 2.0,2011,116,
Radeon HD 6450,1.0,650.0,,,181.0,0.51,TeraScale 2,2011,18,
GeForce GT 430,2.0,700.0,,,160.0,1.56,Fermi,2010,49,
GeForce GT 520,1.0,,,,144.0,0.82,Fermi 2.0,2011,29,
Radeon HD 6570,2.0,650.0,,,166.0,1.43,TeraScale 2,2011,60,
Radeon HD 6770,1.0,850.0,,,214.0,3.25,TeraScale 2,2011,108,
Radeon HD 6450,1.0,625.0,,,180.0,0.51,TeraScale 2,2011,18,
Radeon HD 6670,1.0,800.0,,,189.0,1.88,TeraScale 2,2011,66,
GeForce 8400 GS,1.0,520.0,,,167.0,0.4,Tesla,2007,40,
Radeon HD 6570,1.0,650.0,,,166.0,1.43,TeraScale 2,2011,60,
Radeon HD 6450,0.5,625.0,,,181.0,0.51,TeraScale 2,2011,18,
Radeon HD 6870,1.0,900.0,,,260.0,5.75,TeraScale 2,2010,151,
GeForce GTX 550 Ti,1.0,1000.0,,,209.0,4.04,Fermi 2.0,2011,116,
Radeon HD 6450,2.0,,,,,0.51,TeraScale 2,2011,18,
GeForce GTX 560,1.0,820.0,,,236.0,7.17,Fermi 2.0,2011,150,
GeForce GTX 550 Ti,1.0,900.0,,,,4.04,Fermi 2.0,2011,116,
Radeon HD 6950,2.0,800.0,,,260.0,6.76,TeraScale 3,2010,200,
Radeon HD 6970,2.0,930.0,,,,7.37,TeraScale 3,2010,250,
GeForce GTX 560 Ti 448,1.25,765.0,,,228.0,8.26,Fermi 2.0,2011,210,
GeForce GTX 560 Ti 448,1.25,732.0,,,281.0,8.26,Fermi 2.0,2011,210,
Radeon HD 6770,1.0,850.0,,,290.0,3.25,TeraScale 2,2011,108,
GeForce GTX 570,1.25,800.0,,,252.0,10.2,Fermi 2.0,2010,219,
GeForce GTX 580,3.0,855.0,,,279.0,11.99,Fermi 2.0,2010,244,
GeForce GT 430,1.0,730.0,,,165.0,1.56,Fermi,2010,49,
GeForce GTX 460,1.0,823.0,,,209.0,5.89,Fermi,2010,160,
GeForce GTX 560 Ti,1.0,850.0,,,209.0,7.96,Fermi 2.0,2011,160,
GeForce GTX 460,1.0,867.0,,,209.0,5.89,Fermi,2010,160,
GeForce GT 430,2.0,700.0,,,,1.56,Fermi,2010,49,
Radeon HD 6850,1.0,,,,,5.11,TeraScale 2,2010,127,
GeForce GTX 560 Ti 448,1.25,797.0,,,266.0,8.26,Fermi 2.0,2011,210,
GeForce GTX 560 Ti 448,1.25,732.0,,,228.0,8.26,Fermi 2.0,2011,210,
GeForce GTX 560,1.0,830.0,,,204.0,7.17,Fermi 2.0,2011,150,
GeForce GT 520,2.0,810.0,,,172.0,0.82,Fermi 2.0,2011,29,
Radeon HD 7970,3.0,925.0,,,275.0,13.64,GCN 1.0,2011,250,
Radeon HD 7970,3.0,925.0,,,284.0,13.64,GCN 1.0,2011,250,
Radeon HD 7970,3.0,925.0,,,320.0,13.64,GCN 1.0,2011,250,
Radeon HD 7970,3.0,925.0,,,276.0,13.64,GCN 1.0,2011,250,
Radeon HD 7970,3.0,1000.0,,,274.0,13.64,GCN 1.0,2011,250,
GeForce GTX 460,1.0,788.0,,,238.0,5.89,Fermi,2010,160,
GeForce GTX 580,1.5,860.0,,,288.0,11.99,Fermi 2.0,2010,244,
GeForce GT 430,2.0,730.0,,,148.0,1.56,Fermi,2010,49,
Radeon HD 6850,2.0,775.0,,,,5.11,TeraScale 2,2010,127,
Radeon HD 6670,2.0,800.0,,,152.0,1.88,TeraScale 2,2011,66,
Radeon HD 6570,2.0,650.0,,,147.0,1.43,TeraScale 2,2011,60,
Radeon HD 7970,3.0,925.0,,,294.0,13.64,GCN 1.0,2011,250,
Radeon HD 6570,1.0,650.0,,,170.0,1.43,TeraScale 2,2011,60,
Radeon HD 6770,1.0,850.0,,,182.0,3.25,TeraScale 2,2011,108,
Radeon HD 6450,2.0,625.0,,,149.0,0.51,TeraScale 2,2011,18,
GeForce GTX 460 SE,1.0,810.0,,,222.0,5.16,Fermi,2010,150,
Radeon HD 7970,3.0,1010.0,,,275.0,13.64,GCN 1.0,2011,250,
Radeon HD 7950,3.0,800.0,,,265.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,800.0,,,275.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,900.0,,,299.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,830.0,,,279.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,800.0,,,320.0,12.39,GCN 1.0,2012,200,
Radeon HD 7950,3.0,800.0,,,299.0,12.39,GCN 1.0,2012,200,
Radeon HD 7750,1.0,800.0,,,,4.4,GCN 1.0,2012,55,
Radeon HD 7750,1.0,800.0,,,181.0,4.4,GCN 1.0,2012,55,
Radeon HD 7750,1.0,800.0,,,167.0,4.4,GCN 1.0,2012,55,
Radeon HD 7950,3.0,800.0,,,279.0,12.39,GCN 1.0,2012,200,
Radeon HD 7770,1.0,1095.0,,,223.0,5.65,GCN 1.0,2012,80,
Radeon HD 7770,1.0,1100.0,,,223.0,5.65,GCN 1.0,2012,80,
GeForce GT 440,2.0,810.0,,,,2.0,Fermi,2011,65,
Radeon HD 6570,2.0,650.0,,,182.0,1.43,TeraScale 2,2011,60,
Radeon HD 6670,1.0,800.0,,,176.0,1.88,TeraScale 2,2011,66,
GeForce GTX 560 Ti 448,1.25,810.0,,,266.0,8.26,Fermi 2.0,2011,210,
Radeon HD 7850,2.0,900.0,,,197.0,10.06,GCN 1.0,2012,130,
Radeon HD 7870,2.0,1050.0,,,260.0,12.01,GCN 1.0,2012,200,
Radeon HD 7870,2.0,1010.0,,,264.0,12.01,GCN 1.0,2012,200,
Radeon HD 7870,2.0,1000.0,,,,12.01,GCN 1.0,2012,200,
Radeon HD 7850,2.0,860.0,,,230.0,10.06,GCN 1.0,2012,130,
GeForce GTX 680,2.0,1006.0,,,266.0,14.49,Kepler,2012,195,
GeForce GTX 560 Ti,1.0,820.0,,,,7.96,Fermi 2.0,2011,160,
Radeon HD 7870,2.0,1100.0,,,241.0,12.01,GCN 1.0,2012,200,
Radeon HD 7970,3.0,925.0,,,264.0,13.64,GCN 1.0,2011,250,
Radeon HD 7950,3.0,800.0,,,294.0,12.39,GCN 1.0,2012,200,
Radeon HD 7750,1.0,850.0,,,169.0,4.4,GCN 1.0,2012,55,
Radeon HD 7750,1.0,800.0,,,223.0,4.4,GCN 1.0,2012,55,
Radeon HD 7850,2.0,860.0,,,210.0,10.06,GCN 1.0,2012,130,
Radeon HD 6670,2.0,800.0,,,176.0,1.88,TeraScale 2,2011,66,
Radeon HD 7870,2.0,1000.0,,,248.0,12.01,GCN 1.0,2012,200,
Radeon HD 7870,2.0,1000.0,,,296.0,12.01,GCN 1.0,2012,200,
GeForce GTX 550 Ti,1.0,900.0,,,214.0,4.04,Fermi 2.0,2011,116,
Radeon HD 6670,1.0,800.0,,,195.0,1.88,TeraScale 2,2011,66,
FirePro V5800,1.0,,,,,3.68,TeraScale 2,2010,74,
FirePro V4900,1.0,,,,,2.57,TeraScale 2,2011,75,
Radeon HD 6850,1.0,775.0,,,226.0,5.11,TeraScale 2,2010,127,
Radeon HD 7950,3.0,810.0,,,275.0,12.39,GCN 1.0,2012,200,
Radeon HD 7870,2.0,1000.0,,,255.0,12.01,GCN 1.0,2012,200,
Radeon HD 7970,3.0,925.0,,,312.0,13.64,GCN 1.0,2011,250,
Radeon HD 7970,3.0,1025.0,,,294.0,13.64,GCN 1.0,2011,250,
GeForce GTX 560 SE,1.0,746.0,,,236.0,4.98,Fermi 2.0,2012,150,
Radeon HD 7850,2.0,950.0,,,210.0,10.06,GCN 1.0,2012,130,
GeForce GT 610,1.0,,,,,0.82,Fermi 2.0,2012,29,
GeForce GTX 680,2.0,1202.0,,,288.0,14.49,Kepler,2012,195,
GeForce GTX 680,2.0,1084.0,,,266.0,14.49,Kepler,2012,195,
GeForce GT 620,1.0,700.0,,,168.0,0.99,Fermi,2012,49,
