Модель,Среднее время ответа (сек.),Токенов в секунду,Общее время (сек.)
gpt-4o,0.7459910392761231,87.14869056940401,3.732959032058716
gpt-4o-mini,0.6092213153839111,103.53786745434738,3.0486414432525635
gpt-3.5-turbo,0.6288271903991699,100.61370472558467,3.146134614944458
